               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.024638,           0.0099331,           0.0011811,             0.99524,                   1,               0.995,             0.85402,            0.014539,           0.0037712,          0.00086652,            0.004753,            0.004753,            0.004753
                 161,            0.024761,            0.011158,           0.0014765,             0.99485,                   1,               0.995,             0.87115,            0.014492,           0.0037167,           0.0008656,             0.00472,             0.00472,             0.00472
                 162,            0.023585,           0.0086067,           0.0024693,             0.99509,                   1,               0.995,             0.85262,            0.015597,           0.0036458,          0.00085607,            0.004687,            0.004687,            0.004687
                 163,            0.023715,           0.0095435,           0.0016186,             0.97397,                   1,             0.99342,             0.83593,            0.018091,           0.0037502,          0.00086847,            0.004654,            0.004654,            0.004654
                 164,            0.024912,            0.010453,           0.0014622,             0.99507,                   1,               0.995,             0.85926,              0.0151,           0.0036469,           0.0008772,            0.004621,            0.004621,            0.004621
                 165,             0.02226,           0.0092604,            0.001282,             0.99554,                   1,               0.995,              0.8656,            0.014748,           0.0036374,          0.00089228,            0.004588,            0.004588,            0.004588
                 166,            0.025247,           0.0088866,            0.001865,             0.99585,                   1,               0.995,             0.82173,            0.015255,           0.0037741,           0.0009087,            0.004555,            0.004555,            0.004555
                 167,            0.026453,            0.010615,           0.0013033,             0.99556,                   1,               0.995,             0.84391,            0.013493,           0.0036995,          0.00090421,            0.004522,            0.004522,            0.004522
                 168,            0.026127,             0.00915,            0.002688,             0.99477,                   1,               0.995,             0.84059,            0.013487,           0.0036633,          0.00087675,            0.004489,            0.004489,            0.004489
                 169,            0.023729,            0.011096,           0.0014367,             0.99454,                   1,               0.995,             0.85923,            0.013605,           0.0036337,           0.0008766,            0.004456,            0.004456,            0.004456
                 170,            0.025144,           0.0093516,           0.0015697,             0.99568,                   1,               0.995,             0.86795,            0.014454,           0.0036297,          0.00086574,            0.004423,            0.004423,            0.004423
                 171,            0.022529,           0.0097618,           0.0012818,             0.99569,                   1,               0.995,             0.81722,            0.014095,           0.0037786,          0.00082937,             0.00439,             0.00439,             0.00439
                 172,            0.023391,           0.0091664,           0.0014851,             0.99532,                   1,               0.995,             0.84233,            0.014101,            0.003708,          0.00080713,            0.004357,            0.004357,            0.004357
                 173,            0.022097,            0.008372,           0.0021478,             0.99443,                   1,               0.995,             0.84821,            0.012722,           0.0036927,          0.00081346,            0.004324,            0.004324,            0.004324
                 174,            0.022625,           0.0089323,           0.0010048,             0.99347,                   1,               0.995,             0.83252,            0.013169,           0.0037709,          0.00080096,            0.004291,            0.004291,            0.004291
                 175,            0.021511,           0.0093498,           0.0013087,             0.99335,                   1,               0.995,             0.85971,            0.011544,           0.0036491,           0.0007842,            0.004258,            0.004258,            0.004258
                 176,            0.021434,           0.0086118,           0.0013358,             0.99278,                   1,               0.995,             0.81599,            0.012925,           0.0038315,           0.0007333,            0.004225,            0.004225,            0.004225
                 177,            0.025118,            0.010792,           0.0013205,             0.99165,                   1,               0.995,             0.84908,            0.014841,           0.0036867,          0.00071412,            0.004192,            0.004192,            0.004192
                 178,            0.023796,            0.010221,           0.0012822,             0.99097,                   1,               0.995,              0.8435,            0.011618,           0.0036019,          0.00070321,            0.004159,            0.004159,            0.004159
                 179,            0.022037,           0.0096357,           0.0013711,             0.99077,                   1,               0.995,             0.81806,            0.013426,           0.0036587,          0.00069486,            0.004126,            0.004126,            0.004126
                 180,             0.02136,           0.0085836,           0.0014772,             0.99087,                   1,               0.995,             0.84795,            0.013231,           0.0035639,          0.00070604,            0.004093,            0.004093,            0.004093
                 181,            0.023146,           0.0082792,           0.0013428,             0.99153,                   1,               0.995,             0.83793,            0.013599,           0.0035739,            0.000727,             0.00406,             0.00406,             0.00406
                 182,            0.024394,             0.01029,           0.0012649,             0.99126,                   1,               0.995,             0.82373,            0.012698,           0.0036566,          0.00074649,            0.004027,            0.004027,            0.004027
                 183,            0.022711,           0.0081275,           0.0012412,             0.99185,                   1,               0.995,              0.8566,             0.01224,           0.0035935,          0.00076602,            0.003994,            0.003994,            0.003994
                 184,             0.02209,           0.0092864,           0.0012688,             0.99353,                   1,               0.995,             0.85357,            0.011471,           0.0034663,          0.00077525,            0.003961,            0.003961,            0.003961
                 185,            0.022644,           0.0095545,           0.0043435,             0.99504,                   1,               0.995,             0.86494,            0.010674,             0.00342,          0.00076351,            0.003928,            0.003928,            0.003928
                 186,            0.021228,            0.008963,           0.0028436,             0.99573,                   1,               0.995,             0.86916,            0.011506,           0.0034475,          0.00074509,            0.003895,            0.003895,            0.003895
                 187,            0.021966,           0.0095728,           0.0013526,             0.99594,                   1,               0.995,             0.85248,            0.014214,           0.0035185,           0.0007094,            0.003862,            0.003862,            0.003862
                 188,            0.024731,            0.010262,           0.0013282,              0.9957,                   1,               0.995,             0.87991,            0.012042,           0.0035405,          0.00069318,            0.003829,            0.003829,            0.003829
                 189,            0.019716,           0.0093575,           0.0010537,             0.99486,                   1,               0.995,             0.87714,            0.012496,           0.0034954,          0.00066823,            0.003796,            0.003796,            0.003796
                 190,            0.021758,           0.0081359,           0.0012579,             0.99582,                   1,               0.995,             0.82659,            0.012904,           0.0035544,          0.00064336,            0.003763,            0.003763,            0.003763
                 191,            0.021981,            0.010635,           0.0015145,             0.99549,                   1,               0.995,             0.84624,            0.012027,           0.0035038,          0.00063509,             0.00373,             0.00373,             0.00373
                 192,            0.019291,           0.0087176,          0.00095932,             0.99462,                   1,               0.995,             0.82572,            0.014724,           0.0035506,          0.00062107,            0.003697,            0.003697,            0.003697
                 193,            0.023092,           0.0094456,           0.0016011,             0.99531,                   1,               0.995,             0.86196,              0.0127,           0.0033614,           0.0006195,            0.003664,            0.003664,            0.003664
                 194,            0.019664,           0.0086253,          0.00090502,              0.9959,                   1,               0.995,             0.86029,            0.012248,           0.0033784,           0.0006212,            0.003631,            0.003631,            0.003631
                 195,            0.020437,           0.0088806,            0.001225,             0.99621,                   1,               0.995,             0.84156,            0.012678,           0.0034629,           0.0006241,            0.003598,            0.003598,            0.003598
                 196,            0.023283,           0.0096931,           0.0013336,             0.99608,                   1,               0.995,             0.86445,            0.011035,           0.0034175,          0.00062405,            0.003565,            0.003565,            0.003565
                 197,            0.022128,           0.0087365,           0.0012588,             0.99607,                   1,               0.995,             0.87058,            0.010628,           0.0034008,          0.00063051,            0.003532,            0.003532,            0.003532
                 198,            0.019662,           0.0087514,           0.0010599,               0.997,             0.99858,               0.995,              0.8464,            0.013939,           0.0034588,          0.00062439,            0.003499,            0.003499,            0.003499
                 199,            0.022486,           0.0099237,           0.0022048,             0.99713,             0.99814,               0.995,             0.86889,            0.011106,           0.0033743,           0.0006288,            0.003466,            0.003466,            0.003466
                 200,             0.01829,           0.0079914,           0.0013235,             0.99711,                   1,               0.995,             0.82474,            0.013817,            0.003407,          0.00063947,            0.003433,            0.003433,            0.003433
                 201,            0.022746,           0.0092769,           0.0015508,             0.99708,                   1,               0.995,             0.87461,            0.011035,           0.0033151,          0.00064343,              0.0034,              0.0034,              0.0034
                 202,            0.021972,           0.0093452,           0.0012784,             0.99662,                   1,               0.995,              0.8628,            0.011222,           0.0033398,          0.00064526,            0.003367,            0.003367,            0.003367
                 203,            0.021321,           0.0082819,          0.00096916,             0.99685,                   1,               0.995,             0.83287,            0.011138,           0.0033586,          0.00064819,            0.003334,            0.003334,            0.003334
                 204,            0.020028,            0.008707,          0.00097103,             0.99654,                   1,               0.995,             0.88167,            0.010578,           0.0032918,          0.00064695,            0.003301,            0.003301,            0.003301
                 205,            0.019144,            0.008474,           0.0011791,             0.99636,                   1,               0.995,             0.88386,            0.009713,           0.0032215,          0.00063625,            0.003268,            0.003268,            0.003268
                 206,            0.017578,           0.0087563,           0.0008672,              0.9972,                   1,               0.995,             0.86894,            0.010897,           0.0032505,          0.00061833,            0.003235,            0.003235,            0.003235
                 207,            0.021688,            0.009519,           0.0009261,             0.99751,                   1,               0.995,             0.86453,            0.010465,           0.0032196,          0.00061038,            0.003202,            0.003202,            0.003202
                 208,            0.019029,           0.0085062,           0.0015492,             0.99717,                   1,               0.995,             0.86387,             0.01408,           0.0032546,          0.00060687,            0.003169,            0.003169,            0.003169
                 209,            0.023699,           0.0090211,            0.001391,             0.99684,                   1,               0.995,             0.89361,            0.009678,            0.003094,          0.00061317,            0.003136,            0.003136,            0.003136
                 210,            0.018209,           0.0097509,            0.001081,             0.99692,                   1,               0.995,               0.901,           0.0094482,           0.0032051,          0.00061513,            0.003103,            0.003103,            0.003103
                 211,              0.0193,           0.0085864,           0.0011382,             0.99625,                   1,               0.995,             0.87997,            0.011462,           0.0032767,          0.00061934,             0.00307,             0.00307,             0.00307
                 212,            0.024632,            0.008912,           0.0013168,             0.99627,                   1,               0.995,             0.88862,           0.0098706,           0.0031558,           0.0006303,            0.003037,            0.003037,            0.003037
                 213,            0.020945,           0.0091754,            0.001402,             0.99621,                   1,               0.995,             0.90399,           0.0096934,           0.0030982,          0.00063842,            0.003004,            0.003004,            0.003004
                 214,            0.019032,           0.0086387,           0.0014736,             0.99636,                   1,               0.995,             0.88562,            0.011237,           0.0032229,          0.00063896,            0.002971,            0.002971,            0.002971
                 215,            0.018289,           0.0079677,           0.0015683,             0.99655,                   1,               0.995,             0.89466,            0.010014,           0.0031514,           0.0006403,            0.002938,            0.002938,            0.002938
                 216,            0.022255,            0.010021,            0.001192,             0.99667,                   1,               0.995,             0.86913,            0.011007,           0.0032282,          0.00063803,            0.002905,            0.002905,            0.002905
                 217,            0.021047,           0.0094386,           0.0011889,             0.99667,                   1,               0.995,             0.88839,            0.010787,           0.0031663,          0.00062639,            0.002872,            0.002872,            0.002872
                 218,            0.018342,           0.0084697,          0.00098142,             0.99663,                   1,               0.995,             0.89931,           0.0094362,           0.0030631,           0.0006196,            0.002839,            0.002839,            0.002839
                 219,            0.021346,           0.0082529,            0.001989,             0.99616,                   1,               0.995,              0.8853,            0.011231,           0.0031241,          0.00060081,            0.002806,            0.002806,            0.002806
                 220,            0.018477,           0.0077055,            0.001099,             0.99601,                   1,               0.995,             0.90645,            0.009237,           0.0030392,          0.00058918,            0.002773,            0.002773,            0.002773
                 221,            0.018006,           0.0082577,          0.00078474,             0.99594,                   1,               0.995,             0.89983,           0.0092956,           0.0030462,          0.00058186,             0.00274,             0.00274,             0.00274
                 222,            0.018784,           0.0092126,          0.00083129,             0.99601,                   1,               0.995,             0.88605,             0.01063,           0.0031384,          0.00055018,            0.002707,            0.002707,            0.002707
                 223,            0.020811,           0.0085959,           0.0017408,             0.99619,                   1,               0.995,             0.90434,            0.010639,           0.0031054,          0.00054014,            0.002674,            0.002674,            0.002674
                 224,             0.01987,           0.0081562,           0.0016236,             0.99542,             0.99994,               0.995,             0.90592,             0.01003,           0.0031387,          0.00052325,            0.002641,            0.002641,            0.002641
                 225,            0.019948,           0.0089023,          0.00088694,             0.99515,             0.99967,               0.995,              0.9126,           0.0094547,           0.0030862,          0.00052165,            0.002608,            0.002608,            0.002608
                 226,            0.016899,           0.0086409,          0.00083018,             0.99517,             0.99989,               0.995,             0.92187,           0.0086758,           0.0030314,          0.00051743,            0.002575,            0.002575,            0.002575
                 227,            0.016911,           0.0075116,          0.00070446,              0.9944,             0.99971,               0.995,             0.90708,            0.010365,           0.0031162,          0.00051131,            0.002542,            0.002542,            0.002542
                 228,            0.019988,           0.0086994,           0.0010789,             0.99455,                   1,               0.995,             0.90439,            0.010172,           0.0030769,          0.00050971,            0.002509,            0.002509,            0.002509
                 229,            0.016679,           0.0086704,          0.00078341,             0.99432,                   1,               0.995,             0.92905,           0.0088474,           0.0029738,           0.0005079,            0.002476,            0.002476,            0.002476
                 230,            0.017378,           0.0094603,           0.0017121,             0.99338,             0.99961,               0.995,             0.90178,           0.0098319,           0.0030643,          0.00049661,            0.002443,            0.002443,            0.002443
                 231,            0.017563,           0.0094762,           0.0012773,             0.99317,             0.99922,               0.995,             0.91601,            0.008507,           0.0029868,          0.00048162,             0.00241,             0.00241,             0.00241
                 232,            0.017727,           0.0080932,          0.00069986,             0.99266,             0.99859,               0.995,             0.90876,           0.0099892,           0.0030365,          0.00046491,            0.002377,            0.002377,            0.002377
                 233,            0.017208,           0.0077707,          0.00076434,             0.99352,             0.99867,               0.995,             0.89626,           0.0095198,           0.0030097,          0.00045647,            0.002344,            0.002344,            0.002344
                 234,            0.021003,           0.0077102,           0.0011412,             0.99316,             0.99856,               0.995,             0.91571,           0.0094268,           0.0029952,          0.00045045,            0.002311,            0.002311,            0.002311
                 235,            0.020114,            0.008446,          0.00067612,             0.99271,             0.99845,               0.995,               0.924,           0.0091805,           0.0029701,          0.00043745,            0.002278,            0.002278,            0.002278
                 236,            0.016686,           0.0079087,           0.0014035,             0.99215,             0.99827,               0.995,             0.92109,           0.0098246,           0.0030231,           0.0004342,            0.002245,            0.002245,            0.002245
                 237,            0.016049,           0.0085577,          0.00064739,              0.9919,             0.99825,               0.995,             0.93334,            0.009655,           0.0029692,          0.00043453,            0.002212,            0.002212,            0.002212
                 238,            0.017619,           0.0088362,          0.00072034,             0.99096,             0.99813,               0.995,             0.91594,           0.0096008,            0.003045,          0.00042625,            0.002179,            0.002179,            0.002179
                 239,            0.018404,           0.0086991,          0.00092563,             0.99128,             0.99811,               0.995,              0.9083,           0.0090403,           0.0029875,          0.00042272,            0.002146,            0.002146,            0.002146
                 240,            0.021254,           0.0088119,           0.0010479,             0.99205,             0.99808,               0.995,             0.91972,             0.00955,             0.00297,           0.0004245,            0.002113,            0.002113,            0.002113
                 241,            0.018236,           0.0087063,          0.00078133,             0.99234,             0.99812,               0.995,             0.92398,           0.0086494,            0.002947,          0.00042567,             0.00208,             0.00208,             0.00208
                 242,            0.016637,           0.0091334,           0.0015024,             0.99267,             0.99811,               0.995,             0.93096,           0.0082577,           0.0029334,          0.00042755,            0.002047,            0.002047,            0.002047
                 243,            0.021728,           0.0082908,          0.00081248,             0.99388,             0.99834,               0.995,             0.92376,           0.0082926,           0.0029589,          0.00042675,            0.002014,            0.002014,            0.002014
                 244,            0.017235,            0.009324,          0.00065347,             0.99392,             0.99839,               0.995,             0.90771,           0.0092565,           0.0029895,          0.00042548,            0.001981,            0.001981,            0.001981
                 245,            0.018279,            0.007875,          0.00065277,             0.99421,             0.99851,               0.995,             0.91598,           0.0085579,           0.0029631,          0.00042216,            0.001948,            0.001948,            0.001948
                 246,            0.018271,           0.0082475,          0.00096803,             0.99424,             0.99903,               0.995,             0.89186,            0.008506,           0.0030576,           0.0004119,            0.001915,            0.001915,            0.001915
                 247,            0.019593,           0.0086714,          0.00076343,             0.99473,             0.99938,               0.995,             0.92782,           0.0077158,           0.0030162,          0.00040885,            0.001882,            0.001882,            0.001882
                 248,             0.01775,           0.0078404,          0.00069773,             0.99517,                   1,               0.995,               0.909,           0.0082694,           0.0030465,          0.00039966,            0.001849,            0.001849,            0.001849
                 249,            0.017796,           0.0084887,          0.00072953,             0.99539,                   1,               0.995,              0.9313,           0.0078984,           0.0029481,          0.00039474,            0.001816,            0.001816,            0.001816
                 250,            0.019527,           0.0082809,          0.00080983,             0.99585,                   1,               0.995,              0.9284,           0.0071806,           0.0029141,          0.00039223,            0.001783,            0.001783,            0.001783
                 251,            0.016623,           0.0073695,           0.0007182,             0.99594,                   1,               0.995,             0.91983,            0.008338,           0.0029377,           0.0003838,             0.00175,             0.00175,             0.00175
                 252,            0.017139,           0.0078806,          0.00061658,             0.99589,                   1,               0.995,             0.92937,           0.0078028,           0.0028868,          0.00037874,            0.001717,            0.001717,            0.001717
                 253,            0.017254,           0.0096611,          0.00070068,             0.99593,                   1,               0.995,             0.92527,           0.0078198,           0.0028808,          0.00037666,            0.001684,            0.001684,            0.001684
                 254,            0.016704,           0.0087837,           0.0007469,             0.99577,                   1,               0.995,             0.94014,           0.0074664,           0.0028616,           0.0003736,            0.001651,            0.001651,            0.001651
                 255,            0.017077,           0.0081326,          0.00064662,             0.99573,                   1,               0.995,             0.92312,           0.0075583,           0.0028955,          0.00037166,            0.001618,            0.001618,            0.001618
                 256,            0.015643,           0.0079941,          0.00059341,             0.99547,                   1,               0.995,             0.92292,           0.0075289,           0.0029316,          0.00037043,            0.001585,            0.001585,            0.001585
                 257,             0.01526,           0.0083386,            0.001243,             0.99542,                   1,               0.995,             0.93622,           0.0082173,           0.0029139,          0.00036783,            0.001552,            0.001552,            0.001552
                 258,            0.016867,           0.0096059,           0.0011667,             0.99544,                   1,               0.995,             0.93846,           0.0075841,            0.002892,          0.00036777,            0.001519,            0.001519,            0.001519
                 259,            0.017232,           0.0078157,          0.00086275,             0.99574,                   1,               0.995,             0.93883,           0.0079045,           0.0029167,          0.00036398,            0.001486,            0.001486,            0.001486
                 260,            0.016945,           0.0078003,          0.00061257,             0.99586,                   1,               0.995,             0.93372,           0.0072783,           0.0029085,           0.0003659,            0.001453,            0.001453,            0.001453
                 261,            0.014536,           0.0075505,          0.00070791,             0.99593,                   1,               0.995,             0.93315,           0.0070956,           0.0028908,          0.00036575,             0.00142,             0.00142,             0.00142
                 262,             0.01639,           0.0079482,           0.0023631,             0.99561,                   1,               0.995,             0.92342,           0.0079526,           0.0029167,          0.00036554,            0.001387,            0.001387,            0.001387
                 263,             0.01734,           0.0069805,          0.00064635,             0.99565,                   1,               0.995,             0.93424,           0.0072043,           0.0028596,          0.00036624,            0.001354,            0.001354,            0.001354
                 264,            0.014703,           0.0078498,          0.00072628,             0.99534,                   1,               0.995,              0.9302,           0.0070603,           0.0028457,          0.00036061,            0.001321,            0.001321,            0.001321
                 265,            0.017713,           0.0068752,          0.00066107,             0.99524,                   1,               0.995,             0.93939,           0.0068413,           0.0028572,          0.00035842,            0.001288,            0.001288,            0.001288
                 266,            0.013849,           0.0077282,          0.00065031,             0.99517,                   1,               0.995,             0.93432,           0.0069631,           0.0028333,            0.000357,            0.001255,            0.001255,            0.001255
                 267,            0.014267,           0.0079368,           0.0005173,             0.99521,                   1,               0.995,             0.92585,           0.0076769,            0.002868,          0.00034446,            0.001222,            0.001222,            0.001222
                 268,            0.016427,             0.00919,          0.00086124,             0.99533,                   1,               0.995,             0.93262,            0.007045,           0.0028169,          0.00034075,            0.001189,            0.001189,            0.001189
                 269,            0.017262,           0.0078971,           0.0005897,             0.99548,                   1,               0.995,              0.9361,           0.0070365,           0.0028041,          0.00033804,            0.001156,            0.001156,            0.001156
                 270,            0.015691,           0.0079609,          0.00065518,             0.99533,                   1,               0.995,             0.93678,           0.0072842,           0.0028243,          0.00032552,            0.001123,            0.001123,            0.001123
                 271,            0.018384,           0.0084151,          0.00069393,              0.9954,                   1,               0.995,             0.93999,            0.007326,           0.0028106,          0.00032474,             0.00109,             0.00109,             0.00109
                 272,            0.016333,           0.0079402,          0.00058777,             0.99531,                   1,               0.995,             0.93669,            0.007509,           0.0028015,          0.00031863,            0.001057,            0.001057,            0.001057
                 273,            0.016281,           0.0082892,          0.00067004,             0.99512,                   1,               0.995,             0.93005,           0.0075155,           0.0028033,          0.00031699,            0.001024,            0.001024,            0.001024
                 274,            0.014989,           0.0065947,           0.0006113,              0.9952,                   1,               0.995,             0.93749,           0.0072268,           0.0027681,          0.00031518,            0.000991,            0.000991,            0.000991
                 275,            0.015007,           0.0080302,          0.00057457,             0.99536,                   1,               0.995,             0.94205,           0.0069842,           0.0027141,          0.00031393,            0.000958,            0.000958,            0.000958
                 276,            0.015764,           0.0083064,          0.00056926,              0.9953,                   1,               0.995,             0.93794,           0.0069801,           0.0026877,          0.00031316,            0.000925,            0.000925,            0.000925
                 277,            0.015874,           0.0085677,           0.0010713,             0.99538,                   1,               0.995,             0.93968,           0.0073122,           0.0026894,          0.00031175,            0.000892,            0.000892,            0.000892
                 278,            0.018838,           0.0086557,           0.0009967,             0.99533,                   1,               0.995,             0.93782,           0.0077069,           0.0026798,          0.00030994,            0.000859,            0.000859,            0.000859
                 279,            0.017398,            0.007654,          0.00083807,              0.9953,                   1,               0.995,             0.93901,           0.0075533,           0.0026741,          0.00030877,            0.000826,            0.000826,            0.000826
                 280,            0.014949,           0.0076034,          0.00059103,             0.99528,                   1,               0.995,             0.94523,           0.0071162,           0.0026425,          0.00031074,            0.000793,            0.000793,            0.000793
                 281,            0.017331,            0.008417,          0.00079953,             0.99526,                   1,               0.995,             0.94413,           0.0071071,           0.0026382,          0.00031104,             0.00076,             0.00076,             0.00076
                 282,            0.016512,           0.0072043,          0.00062902,             0.99533,                   1,               0.995,              0.9432,           0.0070962,           0.0026358,           0.0003096,            0.000727,            0.000727,            0.000727
                 283,            0.014721,           0.0076081,          0.00068466,             0.99525,                   1,               0.995,             0.94276,           0.0068442,           0.0026285,          0.00030367,            0.000694,            0.000694,            0.000694
                 284,            0.014852,           0.0070986,           0.0015614,             0.99527,                   1,               0.995,             0.94685,           0.0067595,           0.0026389,          0.00029999,            0.000661,            0.000661,            0.000661
                 285,            0.014592,           0.0089606,           0.0014657,             0.99513,                   1,               0.995,             0.94488,           0.0069726,           0.0026567,          0.00029797,            0.000628,            0.000628,            0.000628
                 286,            0.014861,           0.0077231,          0.00067757,             0.99502,                   1,               0.995,             0.95093,             0.00688,           0.0026399,          0.00029232,            0.000595,            0.000595,            0.000595
                 287,             0.01452,           0.0071996,          0.00055634,             0.99506,                   1,               0.995,             0.95186,           0.0066911,           0.0026331,          0.00029032,            0.000562,            0.000562,            0.000562
                 288,            0.017862,           0.0072692,          0.00083261,             0.99496,                   1,               0.995,             0.94658,           0.0065764,           0.0026276,          0.00029113,            0.000529,            0.000529,            0.000529
                 289,            0.014862,            0.006579,          0.00094681,             0.99504,                   1,               0.995,             0.95781,           0.0066325,           0.0026253,          0.00028908,            0.000496,            0.000496,            0.000496
                 290,            0.014032,           0.0074397,          0.00083243,             0.99494,                   1,               0.995,             0.95601,           0.0067271,           0.0026282,          0.00028952,            0.000463,            0.000463,            0.000463
                 291,            0.015467,           0.0083418,          0.00057006,             0.99503,                   1,               0.995,             0.95245,           0.0066966,           0.0026183,           0.0002855,             0.00043,             0.00043,             0.00043
                 292,            0.014753,           0.0070049,          0.00060417,             0.99512,                   1,               0.995,             0.95357,           0.0068099,           0.0026239,          0.00028489,            0.000397,            0.000397,            0.000397
                 293,            0.016545,           0.0087939,          0.00080858,             0.99514,                   1,               0.995,             0.95116,           0.0067013,           0.0026204,          0.00028419,            0.000364,            0.000364,            0.000364
                 294,            0.014917,           0.0082882,          0.00068396,             0.99518,                   1,               0.995,              0.9463,           0.0065208,           0.0026019,          0.00028339,            0.000331,            0.000331,            0.000331
                 295,            0.015365,           0.0073959,           0.0010917,             0.99523,                   1,               0.995,             0.94645,           0.0064278,           0.0025933,          0.00028301,            0.000298,            0.000298,            0.000298
                 296,            0.016045,           0.0076146,           0.0016213,             0.99517,                   1,               0.995,             0.94328,           0.0063942,           0.0025848,          0.00028132,            0.000265,            0.000265,            0.000265
                 297,            0.014391,           0.0076295,          0.00060301,             0.99521,                   1,               0.995,             0.95315,           0.0066921,           0.0025895,          0.00028036,            0.000232,            0.000232,            0.000232
                 298,            0.014241,           0.0082211,           0.0006026,             0.99513,                   1,               0.995,             0.95215,           0.0068913,            0.002591,          0.00028082,            0.000199,            0.000199,            0.000199
                 299,            0.013925,           0.0072994,          0.00054657,             0.99516,                   1,               0.995,             0.95144,           0.0070017,           0.0025915,          0.00027859,            0.000166,            0.000166,            0.000166
